p__d26058,p__c01002,p__a03002,p__d26007,p__age,p__k02006,p__k02007,p__d14002,p__d14004,p__d14005,p__d14008,p__d14011,p__d25040,p__d25041,p__d25042,p__d25045,p__d25047,p__d25048,p__d25049,p__d25052,p__d25053,p__d25056,p__d25057,p__d25058,p__d25060,p__d25062,p__d25064,p__d25065,p__d25066,p__d25070,p__d25072,p__d25073,p__d25076,p__d25077,p__d25080,p__d25081,p__d25082,p__d25083,p__d25085,p__d23003,p__d23005,p__d23006,p__d23007,p__d23008,p__n01038,p__n01041,p__n01042,p__n01043,p__n01047,pid,is_churned
,7,3,4,6,2,1,0,0,1,1,1,5,5,5,5,4,4,5,5,4,4,4,3,3,5,5,5,5,5,5,5,4,4,5,4,4,4,2,2,1,3,2,3,2,2,2,3,3,13460001,0
,4,3,4,6,3,2,0,0,1,1,1,4,4,4,4,3,2,2,4,4,4,2,2,2,5,5,4,4,4,4,3,4,3,3,2,4,2,3,2,2,2,2,2,1,2,2,1,1,13460002,1
,7,4,4,4,4,4,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,4,3,3,3,3,2,2,13480001,0
3,7,3,1,5,1,1,2,2,1,1,1,4,5,4,4,3,4,4,4,4,5,3,3,3,5,5,5,5,4,4,4,4,4,4,4,5,4,4,5,4,5,5,4,4,3,3,3,3,13490004,0
3,3,3,1,2,3,1,0,0,1,1,1,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,4,5,5,4,4,5,5,4,4,4,5,5,5,5,5,4,4,4,3,3,3,4,13490008,1
,11,4,4,6,3,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,2,3,13560001,0
,10,4,2,6,3,1,1,1,1,1,1,4,5,4,5,4,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,4,4,3,13560002,0
,4,3,1,3,1,1,0,0,1,1,1,2,3,3,2,2,3,3,3,3,3,2,3,2,5,4,4,3,3,4,4,4,4,4,4,3,4,3,4,2,2,2,3,1,1,1,1,1,13590003,1
1,10,4,1,5,3,3,0,0,1,1,1,5,5,4,5,4,5,4,4,4,4,3,3,3,5,5,5,5,4,4,4,5,5,4,5,4,4,4,3,4,4,4,3,3,2,2,2,3,13610001,0
,6,4,1,6,1,1,0,0,1,1,1,4,4,4,4,2,4,4,4,4,3,4,5,4,4,4,4,4,4,4,3,4,4,3,4,4,3,2,3,3,3,3,3,1,1,1,1,1,13780001,1
,7,4,1,6,1,2,0,0,1,1,1,1,5,1,5,1,5,5,5,5,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,4,4,4,4,4,13780002,0
,5,3,1,8,1,1,0,0,1,1,1,3,5,1,5,1,1,1,1,1,2,1,1,1,5,5,4,5,5,1,1,1,1,4,2,4,1,1,4,4,4,3,4,3,3,3,3,3,13830002,1
,5,3,1,5,2,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,4,4,13830003,1
,5,3,1,5,2,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,4,3,3,4,13830004,1
3,5,3,2,7,3,3,1,1,1,2,2,5,5,5,5,5,4,5,4,3,4,4,3,5,5,5,5,5,5,5,4,5,4,4,5,5,5,4,4,4,4,5,4,2,3,2,2,3,13940002,0
,5,3,1,6,1,1,0,0,1,1,1,4,5,4,5,3,3,3,4,3,3,2,2,1,5,5,5,5,4,4,4,3,4,5,3,3,3,3,4,3,3,3,3,2,3,3,3,3,13950002,0
,5,3,3,6,1,2,0,0,1,1,1,4,5,5,4,3,4,5,5,5,4,4,4,3,5,5,5,5,5,5,5,5,4,5,3,4,4,4,3,3,4,4,3,3,2,3,3,3,13970001,1
3,5,3,2,3,3,1,0,0,1,1,1,5,5,4,4,3,4,5,5,4,5,5,4,4,5,5,5,5,4,5,5,5,5,4,5,5,5,5,4,4,3,3,4,3,3,3,3,3,13970003,1
2,8,4,2,6,2,1,2,2,1,1,1,5,5,5,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,1,1,2,1,1,3,4,4,4,5,14300001,1
,5,4,2,3,2,1,0,0,1,1,1,4,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,3,1,3,4,4,4,5,14300004,0
3,5,3,1,6,3,2,0,0,1,1,1,4,4,4,4,4,4,4,4,4,4,4,3,3,4,5,5,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,2,2,3,3,3,14330002,1
1,3,4,3,5,4,1,0,0,1,1,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,3,2,4,2,4,1,1,2,2,1,14340001,1
1,3,3,3,5,4,2,0,0,1,1,1,1,1,5,5,4,1,1,5,4,1,1,4,4,5,5,5,5,5,5,5,1,1,5,4,3,4,1,5,1,5,4,4,1,1,2,1,1,14340002,1
1,6,4,1,3,4,2,0,0,1,4,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,4,3,4,3,4,2,2,1,1,1,14340004,0
,3,3,2,8,1,1,0,0,1,1,1,2,1,2,2,1,1,2,1,1,2,1,1,1,4,5,4,5,4,4,3,3,2,4,3,2,2,2,3,3,3,2,3,2,2,2,2,3,14430002,0
3,7,4,5,7,2,3,4,4,2,3,3,4,5,4,4,5,4,4,5,5,4,4,3,3,4,5,4,4,5,4,4,3,4,4,5,4,4,4,4,4,3,4,4,3,2,2,3,4,14480001,1
,7,4,5,4,3,2,1,1,2,1,1,3,4,3,3,3,4,4,4,4,4,3,3,3,5,5,4,4,5,4,4,4,4,2,3,3,3,3,4,4,3,4,4,4,3,3,4,5,14480003,0
,3,3,4,2,2,2,0,0,1,1,1,5,4,5,5,2,1,3,4,5,4,3,4,4,5,5,5,5,5,3,4,4,4,5,4,4,4,4,4,5,4,5,4,4,4,3,3,3,14540003,1
,4,3,2,2,3,2,0,0,1,1,1,4,4,5,5,4,4,5,5,5,5,5,5,5,5,4,4,5,5,4,4,5,5,4,5,5,5,5,4,4,4,5,3,4,3,2,3,3,14560003,1
4,7,4,5,5,3,3,0,0,1,1,1,3,3,3,2,3,3,4,4,4,3,4,3,4,4,5,5,4,4,4,5,4,4,3,3,4,4,3,5,5,4,5,4,4,3,3,3,3,14580001,1
4,8,4,5,5,2,2,0,0,1,1,1,4,4,3,3,3,4,4,4,5,4,4,4,4,4,4,3,4,4,5,4,4,4,4,3,4,4,3,5,4,5,5,4,4,4,3,4,4,14580002,0
5,8,4,2,2,3,3,4,4,3,3,5,5,4,4,4,5,4,4,5,5,4,4,4,3,4,5,5,5,4,4,4,4,3,4,4,5,3,3,5,5,5,5,5,4,5,4,5,4,14580003,0
2,6,3,2,4,1,1,0,0,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,4,5,4,3,4,3,3,3,3,4,2,1,1,3,4,4,4,4,4,3,4,3,3,4,14590003,0
,5,3,1,7,2,2,0,0,1,1,1,2,2,2,4,2,3,3,3,2,1,2,1,2,4,5,4,4,4,4,4,4,4,3,2,1,2,1,3,3,3,3,4,3,3,3,2,3,14630001,1
3,5,4,5,6,2,3,1,1,1,1,1,2,2,3,3,2,3,3,2,3,2,3,3,2,4,4,4,3,3,3,3,4,4,2,2,1,1,1,4,3,4,3,5,3,4,3,3,3,14640002,1
4,8,4,4,3,2,2,1,1,1,1,1,4,4,4,5,4,4,4,5,4,4,3,4,4,4,3,3,4,4,4,5,4,4,3,3,4,2,3,5,5,4,5,5,4,4,5,4,5,14640003,0
,4,4,1,6,1,1,0,0,1,1,1,2,3,2,3,2,4,4,3,3,2,2,2,2,5,5,5,4,4,4,5,4,4,3,3,2,3,2,4,4,3,3,3,3,3,3,2,3,14670002,0
2,7,4,4,4,2,1,0,0,1,1,1,5,4,4,5,5,4,4,3,3,4,4,3,4,5,5,4,4,3,3,4,4,5,5,4,4,3,4,4,5,5,4,4,3,3,4,4,3,14700003,0
,6,4,5,6,1,2,0,0,1,1,1,5,5,4,5,4,5,5,4,4,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,5,4,4,3,4,4,3,4,3,4,4,3,4,14710001,0
2,7,4,5,7,1,2,0,0,1,1,1,4,4,3,3,4,4,3,3,4,4,3,3,4,3,4,4,3,3,4,4,3,3,4,4,3,3,4,3,4,4,3,3,2,2,3,3,2,14730002,1
2,6,4,5,6,1,2,0,0,1,1,1,3,4,3,3,3,2,2,3,3,2,2,3,2,2,2,1,1,2,2,1,1,2,2,1,1,2,1,3,4,4,3,3,5,4,4,5,4,14730003,0
3,5,3,1,6,3,2,0,0,2,2,3,4,4,5,4,4,3,3,3,2,2,2,1,2,5,5,5,4,5,4,4,3,3,3,3,3,2,3,5,5,4,5,5,3,3,3,4,3,14740002,1
1,8,4,1,3,3,1,0,0,3,3,1,4,4,5,5,4,5,4,3,3,3,3,3,3,5,5,5,4,4,5,5,5,5,4,4,5,4,4,5,5,5,5,5,4,4,3,3,3,14740003,0
3,5,3,4,6,2,1,0,0,1,1,1,4,4,4,4,3,3,3,3,2,2,2,2,2,4,4,4,4,4,3,3,3,3,2,3,3,2,3,5,5,5,5,5,4,4,4,5,4,14770001,1
3,5,3,1,6,2,1,0,0,1,1,1,4,5,4,4,4,4,4,1,1,1,1,1,1,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,4,3,3,3,4,14770002,1
3,11,4,1,4,3,2,3,2,3,4,2,5,5,5,4,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,4,5,5,4,3,3,2,3,14770003,0
3,8,4,3,5,3,3,3,3,3,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,2,2,2,3,14810001,0
1,6,4,3,5,3,2,3,2,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,2,1,1,2,14810002,0
2,7,4,3,3,3,3,3,3,2,2,2,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,2,3,3,14830003,1
3,8,4,3,5,2,2,3,3,2,2,2,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,3,3,2,2,2,14840001,0
1,5,3,3,5,3,2,3,3,1,1,1,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,2,2,1,3,14840002,0
1,7,4,3,3,3,3,3,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,2,2,3,3,14850003,1
1,6,4,3,3,3,2,3,3,2,2,1,5,5,5,5,4,4,4,4,4,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,2,2,2,3,14870004,1
3,7,4,3,5,2,2,3,3,2,2,1,4,4,4,4,4,4,4,4,4,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,4,4,4,3,2,2,2,2,14880001,1
1,5,4,3,5,2,2,3,3,1,1,1,4,4,4,4,4,4,4,4,4,3,3,3,3,5,5,5,5,5,5,5,4,4,4,4,3,3,3,4,5,5,4,5,3,2,2,2,3,14880002,1
1,5,4,2,2,3,3,3,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,2,2,2,2,14880003,1
2,7,4,1,3,3,1,0,0,1,2,1,5,4,5,5,4,5,5,5,5,4,4,5,5,5,5,4,4,5,5,4,5,4,4,5,5,5,4,4,3,5,3,4,4,4,3,2,5,14970003,0
3,6,3,1,6,3,3,4,4,2,1,1,5,5,4,4,5,5,5,4,5,5,5,5,4,5,5,4,4,5,5,5,5,5,4,4,4,5,4,3,3,3,4,3,3,3,2,2,3,15120001,1
3,6,3,1,5,3,3,4,4,2,1,1,5,5,5,4,4,5,5,4,4,4,4,4,4,5,5,5,4,4,4,5,5,4,4,4,4,4,4,4,3,4,3,3,3,3,2,3,3,15120002,0
1,5,2,1,4,2,1,2,2,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,5,3,3,3,3,3,15130001,0
1,4,2,1,5,1,1,0,0,1,1,1,3,5,2,3,1,1,1,2,2,2,2,1,1,5,5,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15130002,0
3,8,4,5,6,3,2,0,0,1,1,1,4,5,5,4,5,4,4,5,5,5,4,4,4,5,5,5,5,5,5,5,4,4,5,5,5,4,4,4,5,5,5,4,4,4,4,3,4,15140001,1
3,8,4,5,6,3,2,0,0,1,1,1,5,5,4,4,5,5,4,4,4,4,3,4,4,5,5,5,4,5,4,4,4,5,5,5,5,5,4,5,4,5,4,4,4,4,4,4,4,15140002,1
3,4,3,1,6,1,1,0,0,1,1,1,2,2,3,2,1,1,1,2,1,1,2,1,1,4,5,4,4,5,4,3,4,3,5,4,3,4,3,3,2,3,2,2,3,3,3,3,3,15160002,0
,3,3,1,2,1,1,0,0,1,1,1,4,5,4,5,3,1,1,3,3,4,2,5,2,5,5,5,5,5,1,1,3,3,5,3,4,2,2,3,3,2,3,4,3,2,1,1,3,15200004,1
,2,3,6,6,2,1,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,2,2,2,2,3,4,3,3,2,15300002,1
,2,3,2,2,2,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,2,2,2,2,2,15300004,0
3,8,4,1,6,1,1,0,0,1,1,1,4,5,5,4,4,4,4,5,5,4,3,4,3,5,5,5,5,4,5,4,4,4,3,4,4,4,4,4,3,4,3,3,3,2,3,3,3,15340001,0
2,5,3,3,3,2,2,0,0,1,1,1,5,5,4,5,5,5,5,4,4,5,4,4,3,5,5,5,5,5,4,5,5,4,5,4,5,4,3,4,4,4,4,4,3,3,3,3,3,15340004,1
,6,3,4,5,3,3,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,3,2,3,3,3,3,3,3,3,15410001,0
3,5,3,1,3,4,4,4,3,1,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,3,3,2,3,3,3,2,2,2,15410003,0
3,6,3,1,6,1,1,0,0,1,1,1,4,5,4,5,4,4,5,4,4,4,3,4,4,5,5,5,5,5,5,4,5,5,4,4,3,4,3,4,3,3,3,3,3,4,3,4,3,15480002,0
,4,3,3,3,2,1,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,4,3,4,5,15480003,1
5,5,2,1,3,3,2,0,0,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,3,15580005,1
,2,4,5,6,4,2,0,0,1,1,1,4,4,4,5,4,5,5,5,4,5,4,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,4,3,3,2,2,2,2,2,15590002,0
,8,4,3,6,3,3,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,3,4,3,2,2,4,15610001,0
,8,4,6,6,2,1,0,0,1,1,1,5,3,4,5,2,5,5,5,5,4,3,3,2,5,5,5,5,5,5,5,5,5,5,4,3,3,3,4,4,5,5,5,3,2,2,2,2,15610002,0
2,11,4,2,2,3,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,4,3,3,3,2,2,3,15610004,0
2,4,4,1,6,2,1,0,0,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,15630101,0
8,4,4,1,3,3,3,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,1,4,5,4,4,4,4,4,15630201,0
3,6,4,5,3,4,2,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,4,4,4,4,4,15640003,1
,3,4,6,5,1,1,0,0,1,1,1,3,3,4,4,3,4,5,4,2,2,2,2,1,5,5,2,3,5,5,5,4,2,3,1,4,2,3,5,5,5,5,5,5,5,5,5,4,15650002,1
,4,2,1,6,2,2,1,1,1,1,1,3,3,4,5,3,5,4,5,5,3,2,3,2,5,5,5,5,5,5,4,5,4,4,3,3,2,2,4,4,5,4,4,3,3,3,3,3,15680001,1
3,6,4,3,5,3,2,1,1,1,1,1,4,5,4,4,3,5,5,5,5,3,3,3,3,5,5,5,5,5,5,5,5,5,5,3,3,4,3,4,4,4,4,4,4,4,4,4,4,15680002,1
3,9,2,5,3,4,2,1,1,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,2,1,1,5,4,3,2,4,15680003,0
,4,2,1,3,2,2,1,1,1,3,1,4,4,4,5,4,3,4,4,4,3,4,3,3,5,5,5,5,5,5,5,5,4,5,4,5,4,4,2,2,3,2,2,2,2,2,2,2,15680004,0
2,4,2,3,6,3,1,0,0,1,1,1,3,3,5,5,3,5,3,4,4,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,15710001,0
8,6,2,1,3,3,2,2,2,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,15710004,0
,6,4,1,3,2,1,0,0,1,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,4,3,3,4,2,2,2,15720004,0
,5,2,5,6,2,2,0,0,1,1,1,2,5,3,5,1,5,5,3,2,1,1,1,1,5,5,5,5,5,5,4,4,3,3,1,1,3,1,4,4,4,4,5,3,4,3,2,2,15720006,0
,7,4,1,2,3,1,0,0,1,1,1,3,5,4,5,4,4,3,5,5,4,4,4,3,5,5,5,5,5,3,3,5,5,5,4,5,5,3,3,3,3,3,3,2,2,2,2,2,15730008,0
7,6,4,4,6,2,2,0,0,1,1,1,2,3,2,5,3,2,4,3,4,3,3,3,3,5,5,5,4,3,4,3,3,3,2,2,2,3,3,3,5,4,5,4,2,3,2,3,3,16100002,0
6,5,4,5,4,2,2,0,0,1,1,1,4,3,4,3,3,5,4,4,3,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,4,16100101,0
6,5,4,5,4,2,2,0,0,2,2,4,4,3,4,5,4,4,3,2,2,3,3,4,4,4,3,4,4,5,4,4,3,4,4,3,4,4,4,5,5,4,4,4,4,3,4,3,4,16100102,0
3,8,4,3,5,3,3,3,3,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,4,3,4,3,3,3,4,16120001,1
3,6,4,3,6,3,3,3,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,3,2,3,3,2,16150001,0
1,6,4,3,5,2,2,3,3,1,1,1,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,5,4,5,3,2,3,2,3,16150002,0
1,5,4,5,2,3,2,0,0,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,2,3,3,2,16150003,0
3,7,4,3,6,3,3,3,3,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,3,2,2,2,2,16190001,0
,7,4,2,5,2,3,1,1,1,1,1,4,4,4,4,4,3,3,4,4,4,3,3,3,4,5,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,5,4,3,2,2,3,2,16240001,0
,7,4,1,4,3,3,0,0,1,1,1,4,5,5,5,5,4,4,4,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,2,3,3,3,3,3,3,3,16260002,0
3,6,4,5,6,1,2,0,0,1,1,1,4,3,4,4,3,3,4,4,3,3,4,4,3,4,5,5,4,4,3,3,2,2,3,3,2,2,3,2,3,2,3,3,2,2,1,1,2,16310001,1
3,7,4,5,6,1,2,0,0,1,1,1,4,3,3,4,3,3,2,2,3,3,2,2,3,4,4,3,3,4,3,3,2,2,3,3,2,2,3,3,4,2,3,2,4,3,3,4,3,16310002,1
1,6,4,4,5,2,2,0,0,1,1,1,5,4,4,5,5,4,4,5,5,4,4,5,4,3,4,4,3,3,2,2,3,3,2,2,3,2,2,3,4,4,3,3,5,4,4,5,4,16320001,1
3,6,4,5,5,3,2,0,0,1,1,1,4,3,3,4,3,3,2,2,3,3,4,3,3,3,3,2,2,1,1,2,2,1,1,2,2,1,2,3,4,3,4,4,4,4,3,4,3,16320002,0
,8,4,1,6,3,3,4,4,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,16340002,1
,11,4,2,3,4,4,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,16340004,0
5,7,4,1,3,2,3,0,0,1,1,1,5,4,4,5,5,4,4,5,5,4,4,5,4,4,5,4,4,3,3,4,5,5,4,4,5,4,5,5,4,5,4,4,3,3,4,3,4,16510003,0
3,5,4,1,6,3,2,3,4,3,3,3,4,5,4,4,4,4,4,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,5,5,5,5,5,4,4,3,3,4,16790005,0
3,7,4,1,3,3,3,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,4,4,4,3,3,4,17070003,1
3,6,3,1,7,2,2,0,0,1,1,1,5,5,2,5,2,2,5,1,1,1,1,1,1,5,5,5,5,5,5,5,2,2,2,4,1,4,2,3,3,3,3,4,3,3,4,3,3,17110002,1
3,7,4,4,4,4,2,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,3,17110003,0
3,6,3,1,7,3,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,5,4,3,3,3,3,17130001,1
1,6,4,5,6,3,2,0,0,1,1,1,5,5,5,5,4,4,4,4,4,4,3,2,2,5,5,5,5,5,5,5,5,5,4,2,2,2,2,4,3,4,3,4,4,3,2,3,3,17130002,1
1,9,3,1,4,3,3,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,5,3,3,4,4,4,17130003,0
2,6,3,4,6,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,2,2,3,3,2,17470001,1
2,7,3,3,3,2,2,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,17470002,0
2,7,3,4,3,2,2,1,1,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,2,2,3,3,3,17470003,0
2,3,3,5,6,3,1,0,0,1,1,1,1,1,5,5,1,1,1,5,5,1,5,4,4,5,5,5,5,5,5,4,5,1,5,1,4,1,1,5,2,5,2,2,3,3,3,4,2,17570002,1
2,11,4,2,3,3,2,0,0,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,4,3,2,1,2,1,2,17570003,0
1,6,3,2,8,3,2,0,0,1,1,1,4,4,4,4,1,1,1,1,1,1,1,1,1,5,5,5,5,5,2,2,1,1,1,1,1,1,1,4,4,3,5,4,4,4,3,3,4,17580002,1
1,6,4,2,5,4,4,0,0,1,1,1,4,5,4,4,4,5,4,4,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,5,5,4,4,17580003,1
2,6,4,1,4,3,2,0,0,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,3,4,3,3,4,2,1,2,2,3,17610003,0
,6,3,1,7,2,2,0,0,1,1,1,3,4,4,4,3,3,3,4,4,4,4,4,4,5,5,5,5,5,4,4,4,3,3,3,4,4,4,4,5,4,3,4,4,3,3,4,4,17620001,1
4,7,4,1,4,1,1,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,4,3,4,17620002,1
1,9,3,1,4,3,3,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,17620003,1
,7,3,1,4,2,3,4,4,4,2,2,5,5,4,5,3,4,4,5,5,4,4,4,3,5,5,5,5,5,4,3,4,5,4,3,4,4,3,4,4,3,3,3,4,4,3,3,2,17630003,1
5,11,4,1,4,2,3,0,0,1,2,1,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,4,17690003,1
3,6,4,1,2,4,1,0,0,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,3,2,5,5,4,4,3,17740004,0
5,6,2,4,5,2,2,0,0,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,2,2,3,17750001,0
,5,2,1,5,2,1,1,1,1,1,1,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,3,2,4,17750002,0
,6,2,1,2,3,2,1,1,1,1,1,4,5,5,5,4,4,4,5,5,5,4,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,4,4,4,3,3,3,4,17750004,0
