p__i02001,p__i02003,p__c02003,p__c05049,p__c05050,p__c05051,p__l01001,p__j01001,p__a03024,p__a03026,p__d01001,p__d11001,p__d28001,p__d08001,p__d22001,p__d10001,p__d12001,p__a03032,p__d02001,p__d05001,p__d29001,p__d26058,p__c01002,p__a03002,p__d26007,p__age,p__k02006,p__k02007,p__d14002,p__d14004,p__d14005,p__d14008,p__d14011,p__d25040,p__d25041,p__d25042,p__d25045,p__d25047,p__d25048,p__d25049,p__d25052,p__d25053,p__d25056,p__d25057,p__d25058,p__d25060,p__d25062,p__d25064,p__d25065,p__d25066,p__d25070,p__d25072,p__d25073,p__d25076,p__d25077,p__d25080,p__d25081,p__d25082,p__d25083,p__d25085,p__d23003,p__d23005,p__d23006,p__d23007,p__d23008,p__n01038,p__n01041,p__n01042,p__n01043,p__n01047,p__c01001,p__a03038,p__l01037,p__d26039,p__d26043,pid,is_churned
1.0,1.0,1.0,2,2,2,2,2,1.0,1.0,9.0,1,2.0,1,1,2,2,2.0,1,1,2.0,3.0,8.0,4.0,1.0,6,3.0,3.0,4.0,4.0,3.0,1.0,1.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5,5,5,4,4,5,5,4,4,4,4,4,4,4,2,3,2,3,3,2.0,2.0,3.0,2.0,2.0,78.0,16.0,,90.0,150.0,12880001,0
1.0,1.0,1.0,2,2,2,2,2,1.0,1.0,11.0,1,2.0,1,1,2,2,1.0,1,1,2.0,3.0,8.0,4.0,1.0,5,3.0,3.0,4.0,4.0,2.0,1.0,1.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5,5,5,4,4,4,5,5,5,4,5,5,4,5,4,5,4,5,5,4.0,4.0,4.0,3.0,4.0,78.0,16.0,,90.0,120.0,12880002,1
1.0,1.0,1.0,2,1,2,2,2,1.0,1.0,9.0,1,2.0,1,1,2,2,2.0,1,1,2.0,2.0,6.0,4.0,2.0,5,4.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,3,2,3,4,4,4,4,3.0,2.0,3.0,2.0,2.0,58.0,21.0,,20.0,30.0,12980001,1
2.0,1.0,1.0,2,1,1,2,2,1.0,2.0,9.0,1,2.0,1,1,2,2,1.0,6,1,1.0,2.0,5.0,4.0,1.0,5,3.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5,5,5,5,5,5,5,5,1,5,4,5,1,1,3,3,3,4,3,2.0,2.0,1.0,1.0,1.0,49.0,23.0,,90.0,90.0,12980002,1
1.0,1.0,1.0,2,2,2,2,2,1.0,1.0,24.0,1,2.0,2,1,2,2,2.0,6,1,2.0,3.0,7.0,3.0,2.0,7,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,5,5,4,4,5,3,2,2,2,2,2,2,2,4,3,3,4,4,3.0,2.0,3.0,3.0,2.0,69.0,33.0,,45.0,80.0,13170001,0
1.0,1.0,1.0,2,2,2,1,1,1.0,1.0,19.0,1,2.0,1,1,2,2,1.0,1,1,2.0,3.0,7.0,4.0,1.0,3,2.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5,5,5,5,5,5,5,5,5,4,4,5,3,4,3,5,5,5,4,3.0,4.0,3.0,3.0,3.0,65.0,18.0,48.0,90.0,120.0,13190005,0
1.0,1.0,1.0,2,2,2,1,2,1.0,1.0,11.0,1,2.0,1,1,2,2,1.0,1,1,2.0,,7.0,3.0,5.0,4,3.0,2.0,4.0,4.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,4,4,4,4,4.0,4.0,4.0,3.0,3.0,65.0,10.0,29.0,0.0,180.0,13290001,0
2.0,1.0,1.0,2,2,2,2,2,1.0,2.0,3.0,1,2.0,2,1,2,2,1.0,2,2,2.0,1.0,5.0,3.0,1.0,7,3.0,3.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5,5,5,5,4,4,4,1,1,1,1,1,1,1,3,2,3,3,3,3.0,3.0,3.0,2.0,2.0,48.0,48.0,,20.0,20.0,13410001,1
1.0,1.0,1.0,2,2,2,1,2,1.0,1.0,19.0,1,2.0,1,1,2,2,1.0,1,1,2.0,4.0,9.0,4.0,1.0,5,2.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4.0,4.0,4.0,4.0,4.0,80.0,18.0,12.0,20.0,30.0,13410002,0
1.0,2.0,2.0,2,2,2,2,2,1.0,1.0,11.0,1,2.0,1,1,1,2,2.0,1,1,2.0,,6.0,3.0,1.0,6,3.0,3.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5,5,5,5,5,4,4,5,5,5,4,4,5,5,1,2,1,2,2,2.0,2.0,2.0,2.0,2.0,55.0,7.0,,120.0,60.0,13450001,0
1.0,1.0,2.0,2,2,2,2,2,1.0,1.0,11.0,1,2.0,1,1,2,1,1.0,13,2,2.0,,6.0,4.0,1.0,3,3.0,3.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,2,3,2,2.0,2.0,1.0,1.0,1.0,52.0,17.0,,160.0,60.0,13450003,0
1.0,2.0,1.0,2,2,2,2,2,1.0,1.0,11.0,1,2.0,1,1,2,2,2.0,1,1,2.0,,7.0,3.0,4.0,6,2.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,5,5,5,5,5,5,5,4,4,5,4,4,4,2,2,1,3,2,3,2.0,2.0,2.0,3.0,3.0,69.0,22.0,,60.0,0.0,13460001,0
2.0,2.0,1.0,2,2,2,2,2,2.0,2.0,11.0,1,2.0,2,1,2,2,2.0,1,2,2.0,,4.0,3.0,4.0,6,3.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,5,5,4,4,4,4,3,4,3,3,2,4,2,3,2,2,2,2,2,1.0,2.0,2.0,1.0,1.0,34.0,6.0,,40.0,90.0,13460002,1
1.0,1.0,2.0,2,2,2,2,2,1.0,1.0,19.0,1,2.0,1,1,1,1,1.0,1,1,2.0,,7.0,4.0,4.0,4,4.0,4.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,4,3,3.0,3.0,3.0,2.0,2.0,67.0,27.0,,120.0,60.0,13480001,0
1.0,1.0,1.0,2,2,2,2,2,1.0,1.0,4.0,1,2.0,1,1,2,1,2.0,6,1,2.0,3.0,7.0,3.0,1.0,5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,5,5,5,5,4,4,4,4,4,4,4,5,4,4,5,4,5,5,4,4.0,3.0,3.0,3.0,3.0,65.0,20.0,,120.0,40.0,13490004,0
2.0,2.0,1.0,1,1,1,1,2,2.0,2.0,17.0,1,2.0,1,1,2,2,2.0,4,2,2.0,3.0,3.0,3.0,1.0,2,3.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5,4,4,5,5,4,4,5,5,4,4,4,5,5,5,5,5,4,4,4.0,3.0,3.0,3.0,4.0,23.0,22.0,18.0,40.0,60.0,13490008,1
1.0,1.0,1.0,2,2,1,2,2,1.0,1.0,11.0,2,2.0,1,1,2,2,2.0,13,1,2.0,,11.0,4.0,4.0,6,3.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,4,4,4,4,3.0,3.0,3.0,2.0,3.0,110.0,12.0,,60.0,120.0,13560001,0
1.0,1.0,1.0,2,2,2,1,2,1.0,1.0,11.0,2,2.0,1,1,2,1,2.0,15,2,2.0,,10.0,4.0,2.0,6,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4.0,4.0,4.0,4.0,3.0,98.0,2.0,36.0,60.0,60.0,13560002,0
2.0,1.0,1.0,2,2,1,2,2,2.0,2.0,5.0,1,2.0,1,1,2,2,1.0,6,2,2.0,,4.0,3.0,1.0,3,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,5,4,4,3,3,4,4,4,4,4,4,3,4,3,4,2,2,2,3,1.0,1.0,1.0,1.0,1.0,35.0,12.0,,120.0,120.0,13590003,1
1.0,1.0,1.0,2,2,2,2,1,1.0,1.0,17.0,1,2.0,1,1,2,1,1.0,6,1,2.0,1.0,10.0,4.0,1.0,5,3.0,3.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5,5,5,5,4,4,4,5,5,4,5,4,4,4,3,4,4,4,3,3.0,2.0,2.0,2.0,3.0,91.0,12.0,,30.0,80.0,13610001,0
2.0,1.0,2.0,2,1,1,2,2,2.0,2.0,9.0,2,2.0,1,1,2,2,1.0,1,1,2.0,,6.0,4.0,1.0,6,1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4,4,4,4,4,4,3,4,4,3,4,4,3,2,3,3,3,3,3,1.0,1.0,1.0,1.0,1.0,50.0,36.0,,30.0,60.0,13780001,1
2.0,1.0,1.0,2,2,2,2,2,2.0,2.0,17.0,2,2.0,1,1,2,2,1.0,1,2,2.0,,7.0,4.0,1.0,6,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,1.0,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,4.0,4.0,4.0,4.0,4.0,65.0,14.0,,60.0,120.0,13780002,0
2.0,2.0,2.0,2,2,2,2,2,2.0,2.0,24.0,2,2.0,2,1,2,2,2.0,1,1,2.0,,5.0,3.0,1.0,8,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5,5,4,5,5,1,1,1,1,4,2,4,1,1,4,4,4,3,4,3.0,3.0,3.0,3.0,3.0,40.0,14.0,,10.0,60.0,13830002,1
1.0,1.0,2.0,2,1,2,2,2,2.0,2.0,19.0,1,2.0,1,1,2,1,2.0,1,1,1.0,,5.0,3.0,1.0,5,2.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4.0,4.0,3.0,4.0,4.0,45.0,18.0,,30.0,120.0,13830003,1
1.0,1.0,2.0,2,1,2,2,2,2.0,2.0,11.0,1,2.0,1,1,2,1,1.0,6,1,1.0,,5.0,3.0,1.0,5,2.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3.0,4.0,3.0,3.0,4.0,43.0,12.0,,30.0,120.0,13830004,1
2.0,1.0,1.0,1,1,1,2,2,2.0,2.0,1.0,1,2.0,1,1,2,2,2.0,1,1,2.0,3.0,5.0,3.0,2.0,7,3.0,3.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,5,5,5,5,5,5,4,5,4,4,5,5,5,4,4,4,4,5,4,2.0,3.0,2.0,2.0,3.0,44.0,15.0,,40.0,60.0,13940002,0
1.0,1.0,1.0,2,2,2,2,2,2.0,2.0,17.0,1,2.0,1,1,2,2,2.0,6,1,2.0,,5.0,3.0,1.0,6,1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,5,5,5,5,4,4,4,3,4,5,3,3,3,3,4,3,3,3,3,2.0,3.0,3.0,3.0,3.0,42.0,3.0,,40.0,50.0,13950002,0
1.0,1.0,1.0,2,2,2,2,2,1.0,1.0,19.0,1,2.0,1,1,2,1,2.0,6,1,2.0,,5.0,3.0,3.0,6,1.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,5,5,5,5,5,5,5,5,4,5,3,4,4,4,3,3,4,4,3,3.0,2.0,3.0,3.0,3.0,43.0,30.0,,40.0,10.0,13970001,1
1.0,1.0,1.0,2,2,2,2,2,1.0,1.0,17.0,1,2.0,1,1,2,1,2.0,13,1,2.0,3.0,5.0,3.0,2.0,3,3.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5,5,5,5,4,5,5,5,5,4,5,5,5,5,4,4,3,3,4,3.0,3.0,3.0,3.0,3.0,46.0,24.0,,90.0,40.0,13970003,1
1.0,1.0,1.0,2,2,2,2,1,1.0,1.0,8.0,1,2.0,1,1,2,2,2.0,6,1,2.0,2.0,8.0,4.0,2.0,6,2.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,4,5,4,4,1,1,2,1,1,3.0,4.0,4.0,4.0,5.0,75.0,44.0,,30.0,60.0,14300001,1
1.0,1.0,1.0,2,2,2,2,1,1.0,2.0,11.0,1,2.0,1,1,2,2,2.0,13,1,2.0,,5.0,4.0,2.0,3,2.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,3,1,3.0,4.0,4.0,4.0,5.0,45.0,56.0,,30.0,30.0,14300004,0
2.0,1.0,1.0,2,2,2,2,2,1.0,1.0,11.0,2,2.0,1,1,2,2,2.0,6,2,2.0,3.0,5.0,3.0,1.0,6,3.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4,5,5,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,2.0,2.0,3.0,3.0,3.0,45.0,14.0,,60.0,60.0,14330002,1
2.0,1.0,1.0,2,1,2,2,2,1.0,2.0,19.0,1,2.0,1,1,2,2,2.0,1,1,2.0,1.0,3.0,4.0,3.0,5,4.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,2,1,3,2,4,2,4,1.0,1.0,2.0,2.0,1.0,24.0,8.0,,10.0,90.0,14340001,1
2.0,1.0,1.0,2,1,1,2,2,1.0,2.0,19.0,1,2.0,2,1,2,2,2.0,6,1,1.0,1.0,3.0,3.0,3.0,5,4.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,1.0,1.0,5.0,4.0,1.0,1.0,4.0,4.0,5,5,5,5,5,5,5,1,1,5,4,3,4,1,5,1,5,4,4,1.0,1.0,2.0,1.0,1.0,23.0,4.0,,90.0,30.0,14340002,1
1.0,1.0,1.0,2,1,1,2,2,1.0,2.0,17.0,1,2.0,1,1,2,2,1.0,6,2,1.0,1.0,6.0,4.0,1.0,3,4.0,2.0,0.0,0.0,1.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,2,2,4,3,4,3,4,2.0,2.0,1.0,1.0,1.0,51.0,31.0,,60.0,120.0,14340004,0
2.0,2.0,2.0,2,2,2,2,2,1.0,1.0,4.0,2,2.0,2,1,2,2,2.0,6,1,2.0,,3.0,3.0,2.0,8,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4,5,4,5,4,4,3,3,2,4,3,2,2,2,3,3,3,2,3,2.0,2.0,2.0,2.0,3.0,29.0,3.0,,45.0,30.0,14430002,0
1.0,1.0,1.0,2,2,2,2,2,1.0,1.0,1.0,1,2.0,1,1,2,1,1.0,1,1,2.0,3.0,7.0,4.0,5.0,7,2.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4,5,4,4,5,4,4,3,4,4,5,4,4,4,4,4,3,4,4,3.0,2.0,2.0,3.0,4.0,67.0,7.0,,180.0,150.0,14480001,1
1.0,1.0,1.0,1,2,2,2,2,1.0,1.0,11.0,1,2.0,1,1,2,1,1.0,6,1,1.0,,7.0,4.0,5.0,4,3.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5,5,4,4,5,4,4,4,4,2,3,3,3,3,4,4,3,4,4,4.0,3.0,3.0,4.0,5.0,67.0,33.0,,150.0,240.0,14480003,0
,,1.0,2,2,2,2,2,2.0,2.0,11.0,1,1.0,1,1,2,2,2.0,13,1,2.0,,3.0,3.0,4.0,2,2.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,2.0,1.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,5,5,5,5,5,3,4,4,4,5,4,4,4,4,4,5,4,5,4,4.0,4.0,3.0,3.0,3.0,23.0,3.0,,25.0,40.0,14540003,1
2.0,2.0,1.0,2,2,1,2,2,2.0,2.0,1.0,1,2.0,1,1,2,2,2.0,9,1,2.0,,4.0,3.0,2.0,2,3.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,4,4,5,5,4,4,5,5,4,5,5,5,5,4,4,4,5,3,4.0,3.0,2.0,3.0,3.0,33.0,12.0,,90.0,150.0,14560003,1
1.0,1.0,1.0,2,2,2,1,1,1.0,1.0,19.0,1,2.0,1,1,2,2,2.0,10,1,2.0,4.0,7.0,4.0,5.0,5,3.0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4,5,5,4,4,4,5,4,4,3,3,4,4,3,5,5,4,5,4,4.0,3.0,3.0,3.0,3.0,67.0,2.0,18.0,30.0,120.0,14580001,1
1.0,1.0,1.0,2,2,1,1,2,1.0,1.0,4.0,1,2.0,1,1,2,2,1.0,8,1,1.0,4.0,8.0,4.0,5.0,5,2.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4,4,3,4,4,5,4,4,4,4,3,4,4,3,5,4,5,5,4,4.0,4.0,3.0,4.0,4.0,72.0,4.0,60.0,100.0,150.0,14580002,0
1.0,1.0,1.0,1,2,1,1,1,1.0,1.0,16.0,1,1.0,1,1,2,1,1.0,13,1,1.0,5.0,8.0,4.0,2.0,2,3.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4,5,5,5,4,4,4,4,3,4,4,5,3,3,5,5,5,5,5,4.0,5.0,4.0,5.0,4.0,72.0,9.0,5.0,120.0,240.0,14580003,0
2.0,2.0,1.0,2,2,2,2,2,2.0,2.0,17.0,1,2.0,1,1,2,2,2.0,15,1,2.0,2.0,6.0,3.0,2.0,4,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4,5,4,3,4,3,3,3,3,4,2,1,1,3,4,4,4,4,4,3.0,4.0,3.0,3.0,4.0,50.0,3.0,,90.0,150.0,14590003,0
2.0,2.0,1.0,2,2,2,2,2,1.0,1.0,19.0,2,2.0,1,1,2,2,1.0,1,1,2.0,,5.0,3.0,1.0,7,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,4,5,4,4,4,4,4,4,4,3,2,1,2,1,3,3,3,3,4,3.0,3.0,3.0,2.0,3.0,45.0,8.0,,90.0,30.0,14630001,1
1.0,1.0,1.0,2,2,2,2,2,1.0,2.0,24.0,1,2.0,1,1,2,2,1.0,1,1,2.0,3.0,5.0,4.0,5.0,6,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,4,4,4,3,3,3,3,4,4,2,2,1,1,1,4,3,4,3,5,3.0,4.0,3.0,3.0,3.0,43.0,4.0,,40.0,50.0,14640002,1
1.0,1.0,1.0,2,2,2,1,1,1.0,1.0,11.0,1,2.0,2,1,2,1,1.0,6,1,2.0,4.0,8.0,4.0,4.0,3,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4,3,3,4,4,4,5,4,4,3,3,4,2,3,5,5,4,5,5,4.0,4.0,5.0,4.0,5.0,72.0,6.0,7.0,120.0,180.0,14640003,0
1.0,1.0,1.0,2,2,2,2,2,1.0,2.0,19.0,2,2.0,1,1,2,2,1.0,6,1,2.0,,4.0,4.0,1.0,6,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,5,5,5,4,4,4,5,4,4,3,3,2,3,2,4,4,3,3,3,3.0,3.0,3.0,2.0,3.0,38.0,7.0,,120.0,40.0,14670002,0
1.0,1.0,1.0,2,1,1,1,2,2.0,2.0,24.0,1,2.0,2,1,2,2,2.0,2,2,2.0,2.0,7.0,4.0,4.0,4,2.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,5,5,4,4,3,3,4,4,5,5,4,4,3,4,4,5,5,4,4,3.0,3.0,4.0,4.0,3.0,65.0,22.0,27.0,10.0,10.0,14700003,0
1.0,1.0,1.0,2,1,1,2,1,1.0,1.0,11.0,2,2.0,1,1,2,2,2.0,8,1,2.0,,6.0,4.0,5.0,6,1.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5,4,4,5,5,4,4,5,5,4,4,5,4,4,3,4,4,3,4,3.0,4.0,4.0,3.0,4.0,53.0,21.0,,0.0,150.0,14710001,0
1.0,1.0,1.0,2,1,1,2,2,1.0,1.0,20.0,2,2.0,1,1,2,2,2.0,8,1,2.0,2.0,7.0,4.0,5.0,7,1.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3,4,4,3,3,4,4,3,3,4,4,3,3,4,3,4,4,3,3,2.0,2.0,3.0,3.0,2.0,68.0,11.0,,30.0,90.0,14730002,1
2.0,1.0,1.0,2,2,2,2,2,2.0,2.0,11.0,2,2.0,2,1,2,2,2.0,1,2,2.0,2.0,6.0,4.0,5.0,6,1.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2,2,1,1,2,2,1,1,2,2,1,1,2,1,3,4,4,3,3,5.0,4.0,4.0,5.0,4.0,55.0,11.0,,30.0,60.0,14730003,0
1.0,1.0,1.0,2,2,2,1,1,1.0,2.0,17.0,2,2.0,2,1,2,2,2.0,6,2,2.0,3.0,5.0,3.0,1.0,6,3.0,2.0,0.0,0.0,2.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,5,5,5,4,5,4,4,3,3,3,3,3,2,3,5,5,4,5,5,3.0,3.0,3.0,4.0,3.0,48.0,4.0,6.0,120.0,120.0,14740002,1
1.0,1.0,1.0,2,2,2,1,2,1.0,1.0,19.0,1,2.0,2,1,2,2,2.0,13,2,2.0,1.0,8.0,4.0,1.0,3,3.0,1.0,0.0,0.0,3.0,3.0,1.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5,5,5,4,4,5,5,5,5,4,4,5,4,4,5,5,5,5,5,4.0,4.0,3.0,3.0,3.0,70.0,3.0,6.0,150.0,180.0,14740003,0
2.0,2.0,2.0,2,2,2,1,2,1.0,2.0,9.0,2,2.0,2,1,2,2,2.0,1,1,2.0,3.0,5.0,3.0,4.0,6,2.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4,4,4,4,4,3,3,3,3,2,3,3,2,3,5,5,5,5,5,4.0,4.0,4.0,5.0,4.0,48.0,30.0,48.0,60.0,60.0,14770001,1
1.0,1.0,2.0,2,2,2,1,1,1.0,2.0,19.0,2,2.0,2,1,2,2,2.0,6,2,2.0,3.0,5.0,3.0,1.0,6,2.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,4.0,3.0,3.0,3.0,4.0,48.0,20.0,48.0,120.0,120.0,14770002,1
