p__i02001,p__i02003,p__c02003,p__c05049,p__c05050,p__c05051,p__l01001,p__j01001,p__a03024,p__a03026,p__d01001,p__d11001,p__d28001,p__d08001,p__d22001,p__d10001,p__d12001,p__a03032,p__d02001,p__d05001,p__d29001,p__d26058,p__c01002,p__a03002,p__d26007,p__age,p__k02006,p__k02007,p__d14002,p__d14004,p__d14005,p__d14008,p__d14011,p__d25040,p__d25041,p__d25042,p__d25045,p__d25047,p__d25048,p__d25049,p__d25052,p__d25053,p__d25056,p__d25057,p__d25058,p__d25060,p__d25062,p__d25064,p__d25065,p__d25066,p__d25070,p__d25072,p__d25073,p__d25076,p__d25077,p__d25080,p__d25081,p__d25082,p__d25083,p__d25085,p__d23003,p__d23005,p__d23006,p__d23007,p__d23008,p__n01038,p__n01041,p__n01042,p__n01043,p__n01047,p__c01001,p__a03038,p__l01037,p__d26039,p__d26043,pid,is_churned
1.0,1.0,1.0,2,2,2,2,1,1.0,2.0,4.0,1,2.0,1,1,1,2,1.0,12,1,2.0,,2.0,2.0,6.0,6,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,1.0,5,5,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3.0,3.0,3.0,3.0,3.0,18.0,14.0,,30.0,90.0,104130002,0
1.0,1.0,1.0,2,1,1,1,1,1.0,1.0,1.0,1,2.0,1,1,1,1,1.0,5,1,1.0,1.0,7.0,4.0,1.0,3,4.0,4.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,1,2,4.0,4.0,4.0,4.0,4.0,60.0,18.0,7.0,60.0,180.0,104130003,0
2.0,1.0,1.0,2,2,2,2,2,1.0,1.0,17.0,2,2.0,1,1,2,2,1.0,1,1,2.0,3.0,7.0,4.0,1.0,5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,4,4.0,4.0,5.0,4.0,4.0,69.0,12.0,,120.0,240.0,104170001,0
1.0,1.0,1.0,2,2,2,2,2,1.0,1.0,3.0,1,1.0,1,1,2,2,1.0,13,2,2.0,3.0,2.0,4.0,1.0,2,1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,4.0,4.0,4.0,4.0,4.0,19.0,12.0,,180.0,360.0,104170004,1
1.0,1.0,1.0,2,1,1,1,1,1.0,1.0,17.0,1,1.0,1,1,1,1,1.0,2,1,1.0,5.0,11.0,4.0,1.0,5,4.0,4.0,2.0,2.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,4.0,4.0,4.0,5.0,127.0,27.0,48.0,180.0,120.0,104180003,0
2.0,2.0,1.0,2,1,1,2,1,1.0,2.0,11.0,2,2.0,1,1,2,2,2.0,6,1,2.0,,5.0,3.0,5.0,7,3.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,3.0,2.0,2.0,5.0,5.0,3.0,3.0,4.0,4.0,5,5,4,4,4,2,2,5,5,3,3,3,2,2,5,4,4,4,4,4.0,4.0,4.0,4.0,4.0,40.0,15.0,,30.0,60.0,104220001,1
2.0,2.0,1.0,2,2,2,2,2,1.0,1.0,17.0,1,2.0,2,1,2,2,2.0,6,1,2.0,1.0,6.0,4.0,1.0,7,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,3.0,5.0,5.0,3.0,2.0,1.0,1.0,1.0,2.0,5,5,5,3,4,5,5,2,2,3,2,3,2,2,4,3,3,4,4,3.0,3.0,2.0,2.0,3.0,59.0,10.0,,90.0,90.0,104220002,1
1.0,1.0,1.0,2,2,2,2,1,1.0,1.0,11.0,1,2.0,1,1,2,1,1.0,6,1,2.0,3.0,7.0,2.0,4.0,4,1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3.0,3.0,2.0,2.0,2.0,69.0,32.0,,60.0,60.0,104220004,1
2.0,2.0,1.0,2,2,2,2,2,2.0,2.0,5.0,1,2.0,1,1,2,2,1.0,13,1,2.0,,4.0,4.0,1.0,6,1.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,1.0,1.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3.0,4.0,3.0,2.0,3.0,35.0,27.0,,180.0,300.0,104230002,0
1.0,1.0,1.0,2,2,1,2,1,1.0,2.0,17.0,1,2.0,1,1,2,2,2.0,13,1,1.0,2.0,6.0,4.0,1.0,3,2.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5.0,5.0,5.0,5.0,5.0,59.0,7.0,,120.0,180.0,104230003,0
1.0,1.0,1.0,2,1,1,1,2,1.0,2.0,1.0,1,2.0,1,1,1,2,1.0,10,1,2.0,,6.0,4.0,1.0,3,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,1,3,1,3.0,3.0,5.0,2.0,3.0,50.0,24.0,4.0,120.0,120.0,104230004,0
1.0,1.0,2.0,2,2,2,2,2,2.0,1.0,4.0,1,2.0,2,1,2,2,2.0,6,1,2.0,1.0,4.0,3.0,1.0,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,4,4,4,2,3,3,2,2,1,1,1,1,1,1,5,5,5,5,5,2.0,2.0,2.0,2.0,2.0,39.0,40.0,,240.0,360.0,104280002,1
1.0,1.0,1.0,2,2,1,2,2,1.0,1.0,4.0,1,2.0,1,1,2,2,2.0,1,1,1.0,,10.0,4.0,1.0,4,2.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,4.0,4.0,3.0,98.0,27.0,,60.0,60.0,104280101,0
1.0,1.0,1.0,2,1,1,1,2,1.0,1.0,10.0,1,2.0,1,1,1,1,1.0,13,1,1.0,,5.0,4.0,1.0,4,1.0,1.0,4.0,1.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3.0,4.0,5.0,3.0,3.0,42.0,18.0,20.0,60.0,60.0,104280102,0
1.0,1.0,1.0,2,1,1,1,1,1.0,2.0,4.0,2,2.0,1,1,2,1,2.0,13,1,1.0,4.0,4.0,3.0,1.0,6,2.0,2.0,4.0,4.0,1.0,1.0,1.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5,5,5,5,5,5,5,5,5,4,4,4,5,4,5,5,4,5,4,4.0,4.0,4.0,4.0,4.0,35.0,48.0,24.0,90.0,180.0,104290001,0
2.0,1.0,1.0,2,2,2,1,2,2.0,2.0,19.0,2,2.0,1,1,2,2,2.0,1,1,2.0,4.0,4.0,3.0,4.0,6,4.0,2.0,0.0,0.0,1.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4.0,4.0,4.0,4.0,4.0,35.0,48.0,38.0,60.0,180.0,104290002,1
1.0,1.0,2.0,2,2,1,1,1,1.0,2.0,16.0,1,2.0,1,1,1,1,1.0,6,2,1.0,3.0,6.0,3.0,1.0,3,3.0,2.0,4.0,3.0,4.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5.0,4.0,5.0,4.0,4.0,50.0,26.0,36.0,150.0,150.0,104300003,0
1.0,2.0,2.0,2,2,2,2,2,1.0,2.0,1.0,1,2.0,2,1,2,1,2.0,1,2,2.0,3.0,2.0,2.0,1.0,7,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,5,5,5,1,5,1,1,5,5,5,1,1,1,5,5,5,5,5,5,5.0,5.0,2.0,2.0,2.0,19.0,2.0,,120.0,360.0,104500002,0
1.0,1.0,1.0,2,2,1,1,1,1.0,1.0,17.0,1,2.0,1,1,1,1,1.0,6,2,1.0,3.0,5.0,4.0,1.0,4,3.0,2.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,40.0,2.0,24.0,180.0,300.0,104500003,1
1.0,1.0,1.0,2,2,1,2,2,1.0,1.0,11.0,1,2.0,1,1,2,1,1.0,1,1,1.0,2.0,7.0,2.0,1.0,4,3.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,3.0,4.0,3.0,3.0,4.0,63.0,56.0,,180.0,180.0,104510003,0
2.0,1.0,1.0,2,2,2,1,1,1.0,2.0,25.0,1,2.0,1,1,2,2,2.0,8,1,2.0,,7.0,4.0,4.0,7,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.0,4.0,4.0,4.0,4.0,60.0,48.0,12.0,60.0,90.0,104670001,0
1.0,1.0,1.0,2,1,1,1,1,1.0,1.0,5.0,1,2.0,1,1,2,1,1.0,6,1,1.0,,5.0,2.0,3.0,4,4.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,3,4,4.0,4.0,4.0,4.0,4.0,45.0,24.0,24.0,120.0,150.0,104670004,0
1.0,1.0,1.0,2,2,2,1,1,1.0,1.0,19.0,1,2.0,1,1,2,1,2.0,6,2,2.0,5.0,9.0,2.0,1.0,4,2.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4.0,4.0,4.0,4.0,4.0,82.0,38.0,96.0,60.0,180.0,104670101,0
1.0,1.0,1.0,2,2,2,2,1,1.0,2.0,19.0,1,2.0,1,1,2,1,1.0,13,2,2.0,5.0,7.0,2.0,1.0,4,2.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5.0,4.0,4.0,4.0,5.0,65.0,24.0,,60.0,240.0,104670102,0
1.0,1.0,1.0,2,2,1,2,1,2.0,2.0,16.0,1,1.0,1,1,2,1,1.0,6,2,1.0,2.0,5.0,2.0,2.0,4,3.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,3,3,3.0,3.0,3.0,3.0,3.0,41.0,36.0,,120.0,240.0,104700001,0
1.0,1.0,1.0,2,2,1,1,1,2.0,2.0,10.0,1,1.0,1,1,1,1,1.0,13,2,1.0,1.0,11.0,4.0,2.0,4,3.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3.0,3.0,3.0,3.0,3.0,150.0,8.0,25.0,180.0,300.0,104700101,1
2.0,2.0,1.0,2,2,2,2,2,1.0,2.0,11.0,1,2.0,2,1,2,2,2.0,1,1,2.0,,6.0,4.0,1.0,6,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,4.0,4.0,4.0,4.0,4.0,55.0,1.0,,300.0,300.0,104710001,1
2.0,2.0,1.0,2,2,2,2,2,1.0,2.0,11.0,2,2.0,2,1,2,2,2.0,13,2,2.0,,5.0,3.0,5.0,6,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,5,5,5,5,5,5,2,4,4,3,2,2,1,1,5,5,5,5,5,4.0,4.0,4.0,4.0,4.0,43.0,18.0,,60.0,120.0,104710002,0
1.0,1.0,1.0,2,2,1,2,2,1.0,2.0,8.0,1,2.0,1,1,2,1,1.0,6,1,1.0,,3.0,3.0,4.0,3,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,3,5,4,4.0,4.0,4.0,4.0,4.0,27.0,41.0,,90.0,120.0,104710003,1
1.0,1.0,1.0,2,1,2,1,1,1.0,1.0,1.0,1,2.0,1,1,2,2,1.0,13,2,2.0,,6.0,4.0,2.0,4,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4.0,4.0,4.0,3.0,4.0,55.0,18.0,48.0,60.0,20.0,104720003,0
1.0,1.0,1.0,2,2,2,1,1,1.0,1.0,17.0,1,2.0,1,1,2,2,2.0,10,2,2.0,,11.0,4.0,1.0,4,3.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.0,4.0,4.0,4.0,4.0,100.0,28.0,36.0,120.0,180.0,104720004,0
2.0,2.0,1.0,2,2,2,2,2,1.0,1.0,3.0,1,2.0,2,1,2,2,2.0,3,2,2.0,,8.0,4.0,3.0,5,4.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,3,2,3,3.0,2.0,2.0,2.0,1.0,75.0,17.0,,60.0,60.0,104730001,1
2.0,1.0,1.0,2,1,2,2,2,1.0,1.0,4.0,2,2.0,1,1,2,2,2.0,13,2,2.0,,6.0,4.0,5.0,5,4.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,3,1,2,3.0,3.0,3.0,2.0,2.0,55.0,36.0,,20.0,120.0,104730002,1
1.0,1.0,1.0,1,2,2,1,2,1.0,2.0,2.0,1,2.0,1,1,2,2,2.0,4,2,2.0,,4.0,4.0,6.0,2,3.0,3.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,3,1,3,3.0,2.0,2.0,1.0,2.0,38.0,29.0,24.0,60.0,120.0,104730003,1
1.0,1.0,2.0,2,2,2,2,2,1.0,2.0,9.0,2,2.0,1,1,2,2,2.0,3,1,2.0,4.0,1.0,2.0,5.0,7,3.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,4.0,4.0,5.0,5.0,4.0,7.0,11.0,,60.0,180.0,104750001,1
2.0,1.0,2.0,2,2,1,2,1,1.0,2.0,17.0,2,2.0,1,1,2,2,2.0,13,1,2.0,4.0,2.0,2.0,4.0,4,3.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,3,4,3.0,2.0,3.0,3.0,2.0,10.0,22.0,,120.0,180.0,104750002,1
2.0,2.0,2.0,2,2,2,2,2,1.0,2.0,9.0,2,2.0,1,1,2,2,2.0,3,1,2.0,4.0,1.0,2.0,5.0,7,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,4,4,4,3,4,1,1,4,4,3,1,3,1,1,5,5,5,5,5,2.0,2.0,1.0,4.0,1.0,7.0,15.0,,1.0,3.0,104750003,1
1.0,1.0,1.0,2,2,1,1,1,2.0,1.0,11.0,1,2.0,1,1,2,1,2.0,13,1,1.0,5.0,3.0,2.0,1.0,4,3.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,4,4,4.0,3.0,3.0,2.0,3.0,28.0,24.0,36.0,180.0,300.0,104760003,0
1.0,1.0,1.0,2,2,1,2,1,2.0,2.0,10.0,1,1.0,2,1,2,2,2.0,13,1,1.0,1.0,7.0,3.0,1.0,3,3.0,1.0,4.0,4.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,2,4,3.0,3.0,3.0,3.0,3.0,68.0,41.0,,180.0,180.0,104760004,0
1.0,1.0,1.0,2,2,1,2,1,1.0,1.0,11.0,1,2.0,1,1,2,2,2.0,10,2,2.0,5.0,9.0,4.0,1.0,4,1.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,3,5,5,3,3.0,4.0,5.0,4.0,4.0,85.0,2.0,,30.0,30.0,104790001,0
1.0,1.0,1.0,2,2,2,2,1,1.0,1.0,17.0,1,2.0,1,1,2,2,1.0,6,2,2.0,,4.0,4.0,1.0,4,1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,5,5,5,5,4,5,5,4,4,3,3,3,3,3,4,3,2,4,2,3.0,2.0,2.0,2.0,3.0,38.0,1.0,,60.0,60.0,104790002,0
1.0,1.0,1.0,2,2,2,1,1,1.0,1.0,1.0,1,2.0,1,1,2,2,1.0,13,2,2.0,1.0,10.0,4.0,1.0,5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.0,4.0,4.0,4.0,4.0,90.0,21.0,36.0,240.0,120.0,104810001,0
1.0,1.0,1.0,2,2,1,1,1,1.0,1.0,10.0,1,2.0,1,1,1,1,1.0,6,1,1.0,,7.0,4.0,2.0,4,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4.0,3.0,4.0,4.0,4.0,63.0,36.0,60.0,80.0,120.0,104810002,0
,,1.0,2,2,2,1,1,2.0,2.0,1.0,2,2.0,2,1,2,2,1.0,5,2,2.0,,3.0,4.0,2.0,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,5,5,5,5,5,1,2,2,2,4,4,4,2,3,3,3,3,3,3,2.0,3.0,2.0,2.0,2.0,29.0,6.0,60.0,120.0,180.0,104810003,0
1.0,1.0,1.0,2,2,2,1,2,1.0,1.0,1.0,2,2.0,1,1,2,2,1.0,3,1,2.0,5.0,4.0,2.0,1.0,6,2.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,5,5,5,5,5,5,5,5,5,5,2,3,3,2,5,4,5,5,5,3.0,4.0,4.0,2.0,4.0,35.0,27.0,72.0,90.0,50.0,104830002,0
1.0,1.0,1.0,2,2,2,2,1,1.0,1.0,8.0,1,2.0,2,1,2,2,1.0,1,1,2.0,,4.0,4.0,1.0,4,3.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,2.0,2.0,2.0,2.0,2.0,38.0,12.0,,150.0,240.0,104840001,0
1.0,1.0,1.0,2,2,2,1,1,1.0,1.0,5.0,1,2.0,1,1,2,2,1.0,6,2,2.0,,5.0,4.0,1.0,4,4.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,4.0,4.0,4.0,4.0,4.0,40.0,12.0,4.0,240.0,180.0,104840002,0
1.0,1.0,1.0,1,1,1,2,1,1.0,2.0,17.0,1,1.0,1,1,1,1,1.0,6,1,1.0,3.0,4.0,4.0,1.0,5,4.0,1.0,3.0,2.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0,5.0,39.0,2.0,,60.0,180.0,104850002,0
1.0,1.0,1.0,2,2,2,2,2,1.0,1.0,17.0,1,2.0,1,1,2,2,1.0,6,2,2.0,,4.0,2.0,4.0,4,2.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,5,5,4,5,5,5,5,5,4,4,3,5,5,5,5,5,5,5,5,3.0,3.0,3.0,3.0,3.0,30.0,12.0,,300.0,450.0,104860101,0
2.0,2.0,1.0,2,2,2,1,2,2.0,1.0,17.0,2,2.0,1,1,2,2,1.0,6,2,2.0,,7.0,2.0,1.0,6,1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,2.0,3.0,2.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,5,5,4,3,4,1,1,3,3,2,3,3,2,2,5,5,5,5,5,4.0,3.0,3.0,3.0,3.0,69.0,34.0,22.0,120.0,300.0,104880001,0
1.0,1.0,1.0,2,2,2,1,2,1.0,2.0,4.0,2,2.0,1,2,2,2,2.0,6,2,2.0,,3.0,2.0,1.0,5,2.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5.0,5.0,5.0,4.0,4.0,23.0,23.0,22.0,180.0,300.0,104880002,0
1.0,1.0,1.0,2,2,1,1,2,1.0,1.0,17.0,1,2.0,1,1,2,2,1.0,6,2,2.0,,8.0,4.0,1.0,2,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4.0,3.0,2.0,2.0,3.0,70.0,6.0,22.0,180.0,240.0,104880003,0
1.0,1.0,1.0,2,2,1,1,1,1.0,1.0,14.0,2,2.0,1,1,1,1,1.0,8,1,2.0,1.0,8.0,2.0,1.0,5,3.0,2.0,4.0,4.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3.0,3.0,3.0,2.0,4.0,79.0,24.0,12.0,60.0,60.0,104910002,0
1.0,1.0,1.0,2,2,2,1,1,1.0,1.0,5.0,1,2.0,1,1,2,1,1.0,13,1,2.0,,4.0,2.0,2.0,5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.0,4.0,4.0,4.0,4.0,30.0,60.0,12.0,90.0,90.0,104910003,0
1.0,1.0,1.0,2,2,2,1,2,1.0,1.0,22.0,1,2.0,1,1,2,1,1.0,8,2,2.0,,2.0,4.0,4.0,5,3.0,3.0,5.0,4.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5.0,5.0,5.0,5.0,5.0,17.0,36.0,156.0,300.0,180.0,104940001,1
1.0,1.0,1.0,2,2,2,2,1,1.0,1.0,17.0,1,2.0,1,1,2,2,2.0,10,1,2.0,4.0,6.0,2.0,2.0,5,3.0,2.0,5.0,4.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,50.0,30.0,,120.0,240.0,104970001,1
