precision,recall,threshold
0.6271929824561403,1.0,0.0
0.6275862068965518,1.0,0.007855987191826131
0.6279799247176914,1.0,0.011278311466221375
0.6283741368487131,1.0,0.01196938727887694
0.6287688442211056,1.0,0.012951108377618375
0.6291640477686989,1.0,0.015590834710205724
0.6295597484276729,1.0,0.015871433603381474
0.6293266205160478,0.999000999000999,0.016904873844225045
0.6297229219143576,0.999000999000999,0.01751571858726792
0.630119722747322,0.999000999000999,0.018196311814068365
0.6305170239596469,0.999000999000999,0.019944661650672536
0.6302839116719243,0.998001998001998,0.02
0.6306818181818182,0.998001998001998,0.020253943193610135
0.6310802274162982,0.998001998001998,0.022845356199316304
0.6314791403286979,0.998001998001998,0.023973460568610615
0.6318785578747628,0.998001998001998,0.024286630636297993
0.6322784810126583,0.998001998001998,0.02477538898052045
0.6326789107029765,0.998001998001998,0.024930739922527943
0.6330798479087453,0.998001998001998,0.025120692115155007
0.6334812935954344,0.998001998001998,0.02514641505895142
0.6338832487309645,0.998001998001998,0.026490490973118966
0.6336507936507937,0.997002997002997,0.027010707228095305
0.6340533672172808,0.997002997002997,0.027170896919785498
0.6338207247298157,0.996003996003996,0.02755967248091175
0.6342239185750637,0.996003996003996,0.028198310343321497
0.6346276257161044,0.996003996003996,0.028352835120955513
0.6350318471337579,0.996003996003996,0.033577419245905044
0.6354365838113448,0.996003996003996,0.03413804468029381
0.6358418367346939,0.996003996003996,0.03429033312209986
0.6362476068921507,0.996003996003996,0.03447155650304315
0.6366538952745849,0.996003996003996,0.034477439614661605
0.6370607028753994,0.996003996003996,0.03452387970270235
0.637468030690537,0.996003996003996,0.03569026043213917
0.6378758797184901,0.996003996003996,0.03595295030324121
0.6382842509603073,0.996003996003996,0.03626023477289359
0.6386931454196029,0.996003996003996,0.036634304436366553
0.639102564102564,0.996003996003996,0.03807856204188895
0.6395125080179602,0.996003996003996,0.03873693382997602
0.6399229781771502,0.996003996003996,0.03918521036708358
0.6403339755940912,0.996003996003996,0.03957422111235136
0.640745501285347,0.996003996003996,0.04
0.6411575562700965,0.996003996003996,0.040501063997892606
0.6415701415701416,0.996003996003996,0.04051177371038703
0.6419832582099163,0.996003996003996,0.04103622827971593
0.6423969072164949,0.996003996003996,0.04190468375721333
0.6428110896196002,0.996003996003996,0.041941772337488414
0.6432258064516129,0.996003996003996,0.042226735108249966
0.643641058747579,0.996003996003996,0.04269403585336423
0.6440568475452196,0.996003996003996,0.04308807915627622
0.6444731738849386,0.996003996003996,0.04390150375684816
0.6448900388098319,0.996003996003996,0.04479775029876279
0.6453074433656958,0.996003996003996,0.04549932414027183
0.6457253886010362,0.996003996003996,0.04557692079835754
0.6461438755670771,0.996003996003996,0.04588862139772003
0.6465629053177692,0.996003996003996,0.04711161352573285
0.6469824789097989,0.996003996003996,0.04763591981523417
0.6474025974025974,0.996003996003996,0.04771082937759397
0.6478232618583496,0.996003996003996,0.04972232874712394
0.6482444733420026,0.996003996003996,0.04974623424544943
0.6480156148340924,0.995004995004995,0.05285770876576397
0.6484375,0.995004995004995,0.05321767953917424
0.6488599348534202,0.995004995004995,0.053686087952257
0.6492829204693612,0.995004995004995,0.05428174458601738
0.649706457925636,0.995004995004995,0.054471820064415075
0.6501305483028721,0.995004995004995,0.05606163557675975
0.6505551926845199,0.995004995004995,0.05656324656190028
0.6509803921568628,0.995004995004995,0.05727398265453352
0.6514061478090255,0.995004995004995,0.05864807381311996
0.6518324607329843,0.995004995004995,0.05902172200703002
0.6522593320235757,0.995004995004995,0.05909807478113247
0.6526867627785059,0.995004995004995,0.05917306041868987
0.6531147540983606,0.995004995004995,0.060069266239481396
0.6535433070866141,0.995004995004995,0.06062404821088485
0.6539724228496389,0.995004995004995,0.06152930257182885
0.6544021024967148,0.995004995004995,0.06154459275490857
0.6548323471400395,0.995004995004995,0.06212611804331868
0.6546052631578947,0.994005994005994,0.06282569014521418
0.6550362080315998,0.994005994005994,0.06289281874104292
0.6554677206851119,0.994005994005994,0.0632589256759694
0.6558998022412657,0.994005994005994,0.06548406413901903
0.6556728232189973,0.993006993006993,0.06740616050411519
0.6561056105610561,0.993006993006993,0.06763966584688043
0.6565389696169088,0.993006993006993,0.06881358754337516
0.6569729015201586,0.993006993006993,0.06909616461507459
0.6574074074074074,0.993006993006993,0.06938280647126518
0.6578424884182661,0.993006993006993,0.07139757832088998
0.6582781456953642,0.993006993006993,0.07206055412341024
0.6587143803843605,0.993006993006993,0.07244192980819929
0.6591511936339522,0.993006993006993,0.07274181237573708
0.6595885865958858,0.993006993006993,0.07416059949266952
0.6600265604249668,0.993006993006993,0.07471309733028174
0.6604651162790698,0.993006993006993,0.07607563835122236
0.660904255319149,0.993006993006993,0.07641921385905187
0.6606786427145709,0.9920079920079921,0.07709332095470528
0.6611185086551264,0.9920079920079921,0.07785438913445503
0.6615589606928715,0.9920079920079921,0.07806232949337416
0.662,0.9920079920079921,0.07867634972667242
0.6624416277518346,0.9920079920079921,0.07876164754433898
0.6628838451268357,0.9920079920079921,0.07897912418022891
0.6633266533066132,0.9920079920079921,0.08103384209970738
0.6637700534759359,0.9920079920079921,0.08161417960367981
0.6642140468227424,0.9920079920079921,0.0836211933218265
0.6646586345381527,0.9920079920079921,0.08403823368164996
0.6651038178164769,0.9920079920079921,0.08412410974960444
0.6655495978552279,0.9920079920079921,0.085
0.6659959758551308,0.9920079920079921,0.08584702682324305
0.6664429530201342,0.9920079920079921,0.08682877469137638
0.6662189388851578,0.991008991008991,0.08715367280511552
0.6666666666666666,0.991008991008991,0.08780935589902693
0.6671149966375253,0.991008991008991,0.08825840705985201
0.6675639300134589,0.991008991008991,0.08829134126586721
0.6680134680134681,0.991008991008991,0.0885518583280814
0.6684636118598383,0.991008991008991,0.09047529480846887
0.6689143627781524,0.991008991008991,0.0904830276465731
0.6693657219973009,0.991008991008991,0.09097564406347787
0.6698176907494936,0.991008991008991,0.09171106372444247
0.6702702702702703,0.991008991008991,0.09205662843984147
0.6707234617985125,0.991008991008991,0.09300262859896635
0.6711772665764547,0.991008991008991,0.09326556614219488
0.6716316858496953,0.991008991008991,0.09427176773659793
0.6720867208672087,0.991008991008991,0.09585536002243568
0.671864406779661,0.99000999000999,0.0963433116532981
0.6723202170963365,0.99000999000999,0.09754793872799894
0.6727766463000678,0.99000999000999,0.09896193288238664
0.673233695652174,0.99000999000999,0.0996428679666503
0.6736913664174031,0.99000999000999,0.10034336520626608
0.6741496598639456,0.99000999000999,0.10079101002952368
0.673927842069435,0.989010989010989,0.10093291266085044
0.6743869209809265,0.989010989010989,0.1014379082310151
0.6748466257668712,0.989010989010989,0.10224681958797495
0.6753069577080492,0.989010989010989,0.10356170971782558
0.6757679180887372,0.989010989010989,0.10505073155886649
0.6762295081967213,0.989010989010989,0.10566090524618625
0.6760082023239918,0.988011988011988,0.1070504095265056
0.6764705882352942,0.988011988011988,0.10798719103844419
0.676933607118412,0.988011988011988,0.10798800379683254
0.6773972602739726,0.988011988011988,0.10808713877609966
0.6778615490061686,0.988011988011988,0.10860360508971927
0.678326474622771,0.988011988011988,0.10867485596728593
0.6787920384351407,0.988011988011988,0.10875422639122881
0.6792582417582418,0.988011988011988,0.10967415736180483
0.679725085910653,0.988011988011988,0.10968173755332215
0.6801925722145805,0.988011988011988,0.11117387807261096
0.6806607019958706,0.988011988011988,0.11244390958792959
0.681129476584022,0.988011988011988,0.11316543036105274
0.6815988973121985,0.988011988011988,0.11506317098190445
0.6813793103448276,0.987012987012987,0.11552179165447347
0.6811594202898551,0.986013986013986,0.11572188648936282
0.6816298342541437,0.986013986013986,0.11615464873765806
0.6821008984105045,0.986013986013986,0.12006013611069619
0.6825726141078838,0.986013986013986,0.12195856240229552
0.683044982698962,0.986013986013986,0.12228431686750056
0.6835180055401662,0.986013986013986,0.12308018562759615
0.683991683991684,0.986013986013986,0.12413400817071431
0.6844660194174758,0.986013986013986,0.1248325818680927
0.684941013185288,0.986013986013986,0.12550656751676972
0.6854166666666667,0.986013986013986,0.12998866007848572
0.6858929812369701,0.986013986013986,0.13042058994878544
0.6863699582753825,0.986013986013986,0.13042652048738693
0.6868475991649269,0.986013986013986,0.13194037756006577
0.6873259052924791,0.986013986013986,0.13385125973298012
0.6878048780487804,0.986013986013986,0.13412452299999159
0.6882845188284519,0.986013986013986,0.13584320410372566
0.688764829030007,0.986013986013986,0.13605258238501894
0.6892458100558659,0.986013986013986,0.13721022533735155
0.689727463312369,0.986013986013986,0.13858533549630445
0.6902097902097902,0.986013986013986,0.1395435751065123
0.6906927921623512,0.986013986013986,0.13955470182711033
0.6911764705882353,0.986013986013986,0.14053010245936626
0.6916608269096005,0.986013986013986,0.1425401262514357
0.6921458625525947,0.986013986013986,0.14263013310083825
0.6926315789473684,0.986013986013986,0.14314606358750612
0.6931179775280899,0.986013986013986,0.1455871732353223
0.6936050597329585,0.986013986013986,0.14573116953779436
0.6940928270042194,0.986013986013986,0.14636293671444311
0.6945812807881774,0.986013986013986,0.14766537168516253
0.6950704225352112,0.986013986013986,0.14933763936104139
0.6955602536997886,0.986013986013986,0.1501214065862072
0.6953455571227081,0.985014985014985,0.1529801546432944
0.6951305575158786,0.984015984015984,0.1530040277851386
0.6949152542372882,0.983016983016983,0.15403117398885008
0.6954063604240283,0.983016983016983,0.1545870880128079
0.6951909476661952,0.9820179820179821,0.15464416782084098
0.6956829440905874,0.9820179820179821,0.15476462029883098
0.6961756373937678,0.9820179820179821,0.15614379360452504
0.6966690290574061,0.9820179820179821,0.15778712052390284
0.6971631205673758,0.9820179820179821,0.15915370960317612
0.6976579134137686,0.9820179820179821,0.15921944032795282
0.6981534090909091,0.9820179820179821,0.15974146748841128
0.6986496090973703,0.9820179820179821,0.16033258226967917
0.6991465149359887,0.9820179820179821,0.16151159598148473
0.699644128113879,0.9820179820179821,0.1616942098998422
0.7001424501424501,0.9820179820179821,0.16173499162856753
0.7006414825374199,0.9820179820179821,0.16323719988391996
0.7011412268188303,0.9820179820179821,0.1637501932766803
0.7016416845110636,0.9820179820179821,0.16378425938520355
0.7021428571428572,0.9820179820179821,0.1644714415594139
0.7026447462473195,0.9820179820179821,0.16596080936803445
0.7031473533619457,0.9820179820179821,0.16689182226871796
0.7036506800286327,0.9820179820179821,0.167362327572183
0.7034383954154728,0.981018981018981,0.1676521740549931
0.7039426523297491,0.981018981018981,0.1687424087176158
0.7044476327116213,0.981018981018981,0.16966173993691785
0.7049533381191673,0.981018981018981,0.1704204535273795
0.7047413793103449,0.98001998001998,0.1705853285009691
0.7052480230050323,0.98001998001998,0.1724846147820434
0.7057553956834532,0.98001998001998,0.17320106298492416
0.7062634989200864,0.98001998001998,0.1746188392864453
0.7067723342939481,0.98001998001998,0.17549351626335064
0.7072819033886085,0.98001998001998,0.17555302278550053
0.7077922077922078,0.98001998001998,0.17644177823322948
0.7075812274368231,0.9790209790209791,0.17669276864517638
0.708092485549133,0.9790209790209791,0.1779838311273962
0.7086044830079538,0.9790209790209791,0.178295303589649
0.7083936324167872,0.978021978021978,0.17978197409095087
0.7081824764663287,0.977022977022977,0.18154591456188549
0.7086956521739131,0.977022977022977,0.18492419121157
0.7092095721537346,0.977022977022977,0.1857361008935792
0.7097242380261248,0.977022977022977,0.18837463650864505
0.710239651416122,0.977022977022977,0.19164788962585086
0.7107558139534884,0.977022977022977,0.19327789265040843
0.7105454545454546,0.9760239760239761,0.1934768314111949
0.7110625909752547,0.9760239760239761,0.1948978274754876
0.7115804806991989,0.9760239760239761,0.1950026232342947
0.7120991253644315,0.9760239760239761,0.1970099183238629
0.712618526622903,0.9760239760239761,0.1971491949336769
0.7131386861313869,0.9760239760239761,0.20009576887184582
0.7136596055514974,0.9760239760239761,0.20018741700060325
0.7141812865497076,0.9760239760239761,0.20086057722829362
0.7147037307973665,0.9760239760239761,0.2045618135044529
0.7152269399707174,0.9760239760239761,0.20471045090432846
0.7157509157509158,0.9760239760239761,0.20528041556185897
0.7155425219941349,0.975024975024975,0.20599860078336324
0.7160674981658107,0.975024975024975,0.20624060412640874
0.7165932452276065,0.975024975024975,0.20639660875950294
0.7171197648787656,0.975024975024975,0.20785063998129516
0.7176470588235294,0.975024975024975,0.20955988563085579
0.7181751287711553,0.975024975024975,0.20974065871161787
0.7179675994108984,0.974025974025974,0.21176314561428794
0.7184966838614592,0.974025974025974,0.2119428492729881
0.7190265486725663,0.974025974025974,0.21215180596135977
0.7195571955719557,0.974025974025974,0.21265721573678062
0.7200886262924667,0.974025974025974,0.21342007726537682
0.720620842572062,0.974025974025974,0.21407022290167305
0.7211538461538461,0.974025974025974,0.21446917340881083
0.7216876387860843,0.974025974025974,0.21482070302329664
0.7214814814814815,0.973026973026973,0.21586163346307916
0.7212750185322461,0.972027972027972,0.21683068333308939
0.7218100890207715,0.972027972027972,0.2175511736651865
0.7223459539717891,0.972027972027972,0.2188666409598974
0.7228826151560178,0.972027972027972,0.21906458594694514
0.7234200743494423,0.972027972027972,0.22006254088353866
0.7239583333333334,0.972027972027972,0.22030094674328576
0.7244973938942666,0.972027972027972,0.2207822802851459
0.7250372578241431,0.972027972027972,0.2208181206456619
